cargo_volume,temperature,precipitation,traffic_volume,terminal_code,day_of_week,time_block,wait_time_mins
2871.0,-6.232377796959322,0,429,HPNT,SAT,00-06,100
3391.0,7.367277992161732,0,564,PNIT,SAT,00-06,149
629.0,6.827621051558037,5,256,HPNT,SAT,00-06,47
594.0,29.882969740507292,50,443,PNC,SAT,18-24,132
3174.0,-3.188297293152628,20,70,PNIT,TUE,06-12,121
3302.0,-3.165122244851638,0,576,HPNT,WED,12-18,186
2455.0,4.785116744860931,0,392,PNIT,SAT,12-18,110
,-7.549027868492309,0,251,PNIT,TUE,18-24,42
2334.0,-1.789388170637947,20,169,PNIT,THU,06-12,120
2616.0,33.434433734558084,0,438,HJNC,SAT,12-18,129
2183.0,9.268277294022777,0,586,PNIT,FRI,18-24,149
510.0,18.44086437900964,0,283,HPNT,SAT,06-12,49
2365.0,,50,369,HJNC,SUN,06-12,178
3419.0,6.513263315324021,0,229,HPNT,SAT,12-18,126
3097.0,-3.374781651526736,0,417,HJNC,MON,12-18,125
1211.0,-0.7038542700198622,50,125,PNIT,FRI,06-12,162
2570.0,4.096991446127467,50,545,PNC,SAT,12-18,218
1314.0,18.623078915850154,20,571,PNC,SAT,18-24,117
845.0,7.922624709007447,5,250,PNIT,SAT,06-12,56
2849.0,,50,395,HJNC,TUE,12-18,189
862.0,13.553323328036235,0,532,HPNT,THU,12-18,107
,31.4681026358338,0,268,PNC,MON,18-24,102
2765.0,26.54349249539056,5,109,PNIT,SAT,12-18,103
2688.0,27.134511706683398,0,599,PNIT,THU,12-18,126
1484.0,25.7776107922759,20,270,HJNC,MON,12-18,86
2139.0,4.567887152469064,5,551,PNC,MON,00-06,111
1327.0,24.43372251894764,50,182,PNIT,SUN,18-24,133
3230.0,-3.557738898496315,0,102,PNC,MON,18-24,94
855.0,19.597226627417907,0,499,HPNT,SAT,00-06,93
1847.0,18.87058550082475,0,111,PNIT,TUE,18-24,52
3435.0,-8.84935904096194,5,72,PNIT,SAT,12-18,89
2363.0,25.45865601159192,0,93,HPNT,SAT,12-18,78
626.0,,50,96,PNIT,THU,12-18,159
1103.0,,5,73,HJNC,WED,18-24,71
2428.0,26.55758258837679,0,138,HPNT,WED,18-24,78
1513.0,-6.291731266212331,0,223,HJNC,SUN,06-12,56
550.0,16.99855362174797,0,168,HPNT,WED,00-06,36
3326.0,11.854108940042472,0,227,HPNT,THU,18-24,124
1930.0,14.566558998905002,0,391,HJNC,FRI,06-12,120
2292.0,31.67923408479553,0,108,HPNT,SUN,00-06,60
3361.0,29.209186126108406,5,487,PNC,THU,00-06,153
2136.0,25.328764575789066,5,477,HJNC,MON,12-18,98
2145.0,2.3164305955266933,0,475,HPNT,SAT,12-18,105
2967.0,31.031838290874127,0,430,HJNC,FRI,06-12,130
1705.0,-5.612153839125614,0,535,HPNT,MON,06-12,112
3372.0,28.39981474514545,50,234,HPNT,SUN,12-18,187
2354.0,4.767203255912349,5,509,PNC,SAT,12-18,108
1066.0,-7.580245975210748,0,151,PNC,SAT,00-06,36
2918.0,20.121064290833672,5,64,PNC,SUN,00-06,75
1435.0,0.4075967742179962,0,100,HPNT,MON,18-24,47
2434.0,0.9607006639084368,20,358,PNC,THU,12-18,146
3208.0,3.7721224802947173,5,83,HJNC,WED,00-06,104
1832.0,-7.134185462386747,0,254,HPNT,FRI,06-12,97
701.0,-2.0292785110785685,20,119,HJNC,SUN,00-06,57
2860.0,-9.768716758649786,50,279,PNC,SUN,12-18,190
616.0,10.043428449760405,0,529,HPNT,SAT,00-06,78
1436.0,-6.208508016191292,50,582,HJNC,TUE,12-18,182
1074.0,20.719367226988954,5,157,PNIT,SAT,00-06,29
2791.0,0.6030283036241766,20,290,HJNC,WED,18-24,117
1036.0,32.46083648158297,50,300,HPNT,SAT,18-24,147
2125.0,29.20632323293937,0,184,PNIT,TUE,06-12,69
2622.0,3.024840273569371,5,139,PNC,SUN,06-12,102
885.0,25.24469545955054,20,489,PNC,THU,12-18,134
974.0,26.14602070991628,50,347,HJNC,SAT,12-18,151
917.0,34.39534013514847,20,456,PNC,FRI,12-18,175
2894.0,16.902799408055824,20,357,HJNC,THU,00-06,120
3187.0,-6.311541941035202,50,151,HJNC,TUE,00-06,138
1438.0,19.10767530168714,0,410,HJNC,MON,00-06,84
1454.0,18.124088676921584,0,577,HJNC,SAT,06-12,85
1375.0,18.72577598391943,5,342,HPNT,SUN,12-18,98
1262.0,3.821554164689518,5,195,HPNT,SUN,00-06,46
1702.0,28.68558132861498,5,453,PNIT,THU,06-12,96
1705.0,33.17624823299354,20,51,PNIT,SAT,18-24,86
1163.0,-0.20293691598318198,50,168,PNC,FRI,12-18,184
524.0,-6.033152883851,0,240,HPNT,SAT,18-24,27
2490.0,-1.2459235074182153,0,52,PNIT,THU,06-12,44
1703.0,26.924846266507345,5,536,HPNT,WED,12-18,131
1209.0,20.449008566893138,50,226,HPNT,THU,00-06,126
2379.0,18.622130405260698,0,306,PNC,TUE,06-12,79
1684.0,8.080691079924101,0,583,PNC,THU,18-24,100
2724.0,16.00225871801461,0,526,HJNC,SUN,18-24,114
784.0,3.8543356373465336,50,447,HPNT,FRI,18-24,180
562.0,11.474003573808258,5,545,HJNC,THU,06-12,90
1502.0,25.687836276679512,20,269,HJNC,THU,06-12,111
1161.0,34.1558718854958,0,222,HJNC,FRI,12-18,101
3213.0,31.962001561541086,0,439,HPNT,THU,12-18,153
2703.0,32.02396742808119,0,551,HPNT,SUN,18-24,127
1992.0,8.100068068120056,0,309,HJNC,FRI,06-12,123
1466.0,11.09554462280559,0,180,HPNT,SUN,12-18,60
1348.0,21.75359283660417,0,162,HJNC,SUN,06-12,51
1607.0,31.49863676230779,20,69,PNIT,SUN,00-06,107
1188.0,-3.6102583291561903,20,264,HPNT,TUE,06-12,69
647.0,3.690883872223809,0,359,PNC,FRI,18-24,115
841.0,-3.733891993265072,50,300,PNC,TUE,06-12,158
3023.0,,0,537,HJNC,TUE,18-24,135
1586.0,3.783544859939189,0,431,PNIT,FRI,12-18,114
2224.0,4.674853363065806,20,458,HPNT,THU,12-18,147
1883.0,-6.808781823040935,50,320,HJNC,SAT,12-18,186
3108.0,5.740822781341636,20,456,PNIT,WED,00-06,127
826.0,28.81234283307134,0,243,PNIT,SAT,18-24,60
2292.0,0.4882765350875733,5,490,HPNT,SUN,00-06,113
2259.0,21.283435979452953,5,362,PNC,FRI,00-06,120
1489.0,18.33327552223667,0,128,PNC,THU,12-18,55
2762.0,28.856807376610192,5,229,PNIT,TUE,18-24,117
,-4.0470423557032795,50,63,PNC,MON,06-12,162
1451.0,33.99154821552695,20,295,PNIT,WED,06-12,96
1222.0,16.21828907181645,5,63,PNIT,SAT,18-24,48
2579.0,34.79633685560665,50,148,PNIT,THU,06-12,147
3217.0,31.018162663963288,20,82,PNC,SUN,12-18,105
2832.0,-0.03172275491023946,50,485,HJNC,WED,12-18,229
928.0,,0,306,PNC,SUN,00-06,62
2000.0,1.5037592207912684,0,83,HJNC,MON,12-18,92
785.0,13.740364204973893,0,68,PNC,MON,06-12,25
2565.0,-2.27816348206645,5,309,HPNT,MON,00-06,101
1268.0,-2.4643114966905175,20,465,HPNT,SAT,18-24,116
3137.0,10.816709619731888,50,186,PNC,SUN,18-24,181
1894.0,-8.502941297378872,5,408,HPNT,FRI,00-06,153
693.0,-4.515036286047829,5,165,HPNT,WED,12-18,62
3049.0,8.71376027335764,0,453,HPNT,FRI,00-06,141
1487.0,-7.159154085641509,5,251,HPNT,SUN,00-06,68
1636.0,7.853977540498821,0,425,HJNC,MON,12-18,96
2661.0,11.33028196768003,20,299,PNIT,THU,18-24,162
2201.0,10.306997633290148,20,495,HJNC,MON,00-06,108
1446.0,29.112868583138926,50,327,PNIT,FRI,18-24,216
1330.0,13.85281047732796,0,161,PNIT,MON,06-12,62
2420.0,11.059120811511953,0,522,PNC,SUN,12-18,129
3472.0,8.481916042624977,20,441,PNC,MON,06-12,140
554.0,26.793052023701875,50,192,PNC,FRI,18-24,144
1299.0,30.27754717999249,0,81,PNC,FRI,06-12,65
,28.39591111387029,20,230,PNC,SUN,06-12,109
1981.0,20.30959601591259,20,565,HJNC,THU,06-12,145
2401.0,-3.81872143140966,50,318,HJNC,FRI,00-06,219
2709.0,2.459148627140552,50,285,HPNT,SUN,00-06,163
2634.0,-7.927162134311016,0,326,HJNC,THU,12-18,117
554.0,31.887083374555132,5,324,HJNC,TUE,18-24,59
2323.0,19.735933836090965,5,135,PNC,SUN,18-24,71
1701.0,23.586329794095867,0,112,HPNT,TUE,12-18,59
1332.0,4.020728281200302,5,453,HJNC,FRI,18-24,130
812.0,28.054408502480406,0,241,HJNC,MON,18-24,55
3306.0,1.682147766881533,20,342,HPNT,WED,06-12,139
2358.0,-9.926030929939763,0,80,PNIT,MON,06-12,72
2507.0,,0,379,PNC,FRI,18-24,121
2506.0,15.684266643158303,20,156,HJNC,THU,12-18,125
2990.0,11.541718608448512,50,325,HJNC,SUN,12-18,210
2290.0,28.79342641594687,0,131,HPNT,MON,18-24,83
827.0,-5.256762131972488,0,113,HJNC,TUE,12-18,80
3308.0,14.922054828517652,5,178,PNC,SAT,12-18,104
3126.0,13.084070741940835,50,305,HJNC,FRI,06-12,193
1787.0,2.6626841977473354,0,280,PNIT,MON,12-18,76
2643.0,27.000265065965472,0,546,PNC,SAT,00-06,107
1611.0,23.87818951469928,5,186,PNIT,MON,06-12,63
1811.0,22.978663429932396,20,504,HPNT,THU,00-06,133
3361.0,29.42866152213002,50,404,PNC,THU,18-24,210
3038.0,22.525307027968452,0,534,HJNC,THU,12-18,138
951.0,0.43285812716269056,0,195,PNC,SAT,00-06,57
2023.0,21.750322024236098,0,82,PNC,WED,12-18,97
664.0,3.8466266025429725,0,309,PNC,SAT,00-06,47
681.0,0.8978592656361748,5,136,PNIT,FRI,06-12,70
3016.0,,20,314,HPNT,FRI,18-24,162
1409.0,23.481286115645453,0,591,PNC,TUE,00-06,72
3282.0,21.995043287741506,0,441,HJNC,TUE,06-12,127
1322.0,0.5524764953342185,0,281,PNC,FRI,18-24,76
1443.0,23.722055752587018,20,496,PNC,MON,00-06,130
2501.0,31.302839739209887,0,178,HPNT,FRI,00-06,101
2554.0,-5.138696912878934,5,320,HJNC,SUN,06-12,92
829.0,0.4686487274048723,0,138,HJNC,WED,18-24,25
1274.0,23.7617357339292,0,515,PNIT,TUE,18-24,95
2698.0,2.352800307818521,50,219,HJNC,TUE,06-12,168
646.0,18.109878842767255,0,177,HJNC,SUN,12-18,53
1414.0,-6.347609899132847,20,223,HJNC,SUN,06-12,117
2071.0,10.349111559659242,0,75,PNC,SAT,18-24,59
1808.0,23.259113989682888,0,560,PNIT,SUN,06-12,101
3247.0,20.893127436946365,0,537,HJNC,TUE,12-18,149
581.0,26.678244530411305,50,455,HJNC,FRI,06-12,161
1013.0,29.4853456971426,0,75,HJNC,TUE,06-12,22
2420.0,24.79325755664412,50,132,PNC,SUN,00-06,140
3362.0,20.22144843225167,0,413,PNC,SUN,12-18,148
3256.0,-8.572487868278598,0,416,PNIT,SUN,18-24,88
2439.0,14.073500303424982,50,109,HPNT,TUE,12-18,142
1245.0,-8.303602378831624,50,341,PNIT,SUN,18-24,134
1909.0,26.36305177022102,0,240,PNC,SAT,18-24,45
1206.0,4.432603600698091,0,510,HJNC,FRI,00-06,93
970.0,15.309321835306442,0,282,HJNC,MON,12-18,89
895.0,2.5750388293506177,20,523,PNIT,SUN,00-06,103
,25.21250649711321,0,454,HJNC,TUE,06-12,83
2808.0,29.89261369888561,20,320,PNC,TUE,12-18,150
1304.0,7.938912239587879,20,183,PNIT,SUN,06-12,86
1433.0,28.831507707994504,20,220,HPNT,TUE,12-18,128
1779.0,2.018375335534957,5,464,PNC,SUN,18-24,72
2257.0,14.059741538398573,20,77,PNC,WED,06-12,78
1404.0,28.64426434274168,50,185,HJNC,FRI,12-18,172
1576.0,4.664660417710568,0,454,PNC,SUN,12-18,112
3487.0,,50,554,PNC,TUE,06-12,253
2390.0,-4.515422419837737,50,290,HPNT,WED,00-06,170
2023.0,-9.17762186244222,0,493,HJNC,MON,12-18,115
3401.0,30.68609086601858,5,483,PNC,MON,00-06,115
1887.0,-6.910810023345749,20,277,HJNC,SAT,00-06,85
1803.0,34.63501381763712,0,558,PNC,SUN,00-06,115
1092.0,32.812858789059774,0,352,HPNT,SAT,00-06,55
3261.0,-3.83405904836557,0,83,HJNC,SAT,00-06,78
3179.0,14.191308156165462,0,51,HJNC,WED,18-24,103
2606.0,-1.6785866139785046,0,411,HPNT,MON,00-06,77
627.0,9.266982786355392,0,244,PNIT,SAT,18-24,50
1235.0,-7.235869183307529,0,357,PNC,THU,12-18,76
3268.0,0.07660645084652806,5,299,PNC,SAT,18-24,137
3073.0,6.34727583795048,0,196,PNIT,MON,18-24,76
1020.0,9.739137511072467,0,395,HJNC,THU,00-06,79
3099.0,33.987331619400194,20,397,HJNC,WED,12-18,134
736.0,26.353954055779155,50,303,HPNT,SUN,12-18,173
1804.0,23.18344749403758,0,448,HPNT,SUN,12-18,124
2281.0,14.166859163388843,0,383,HPNT,THU,06-12,85
1801.0,27.799899227195453,0,225,PNIT,MON,18-24,74
3041.0,5.269527604506999,0,174,PNIT,TUE,00-06,102
2551.0,21.900460074799224,0,447,HJNC,THU,06-12,108
3213.0,34.720278892017745,5,180,HPNT,MON,00-06,93
941.0,4.158300902083946,20,456,HJNC,SAT,06-12,102
2576.0,20.33078906977853,0,383,PNIT,TUE,12-18,121
3157.0,27.99416888685721,0,69,PNC,WED,06-12,80
1304.0,31.21134125078025,5,254,HJNC,SUN,12-18,95
574.0,22.30697109230458,0,404,PNIT,WED,06-12,46
3385.0,,5,222,HPNT,FRI,00-06,127
,4.68269682060259,50,238,PNC,WED,00-06,156
2589.0,,0,51,PNC,FRI,06-12,103
1879.0,24.239868995217932,0,217,PNC,WED,18-24,46
540.0,-8.076717727212188,0,417,HPNT,WED,18-24,64
3481.0,28.90935595712356,0,585,PNC,WED,06-12,149
2581.0,-4.660272348645754,0,419,PNIT,FRI,18-24,134
2200.0,-2.265556953883409,0,486,HJNC,SAT,00-06,103
1901.0,11.443691187450678,50,256,PNC,FRI,18-24,174
1087.0,23.204618682593406,20,98,PNC,THU,06-12,72
2122.0,,5,593,PNIT,MON,18-24,112
841.0,9.80319837799243,5,178,HPNT,MON,06-12,49
2574.0,11.728307348454717,0,496,PNC,SAT,00-06,104
1145.0,-0.4471461249133899,0,84,PNIT,MON,12-18,58
1230.0,-4.7998730493715716,0,248,PNIT,WED,00-06,54
667.0,27.638941534353776,50,126,HPNT,SAT,00-06,93
1109.0,12.61095423932445,20,418,HPNT,MON,06-12,81
2815.0,-9.352844380713115,0,575,HJNC,FRI,00-06,154
2272.0,26.134158558909675,5,398,PNC,THU,00-06,111
2540.0,34.13572124365632,0,555,HJNC,TUE,18-24,139
3368.0,17.26667879364113,20,287,PNIT,THU,06-12,152
954.0,12.666877418783184,5,329,PNC,MON,18-24,83
3453.0,29.528713837023275,0,481,PNIT,SAT,06-12,130
2208.0,32.863255535806935,5,187,PNIT,SUN,18-24,82
3469.0,23.954161215610725,0,318,PNIT,MON,18-24,99
1201.0,10.045381838042953,0,250,HPNT,FRI,12-18,95
3181.0,16.64996296991482,50,191,HPNT,THU,00-06,170
2099.0,21.542091425809964,0,404,PNC,SUN,18-24,79
629.0,-1.2576893049189355,0,378,PNIT,FRI,12-18,109
2345.0,10.124046449739712,20,280,PNIT,FRI,18-24,107
1886.0,27.341956912277823,5,357,PNC,TUE,18-24,97
3366.0,19.462640682429935,0,195,HJNC,FRI,12-18,131
1192.0,8.504183024533436,0,201,PNIT,SUN,12-18,52
1894.0,19.85131403066066,0,189,HPNT,FRI,12-18,127
1293.0,-4.679991456739306,0,70,HJNC,TUE,00-06,57
528.0,8.067392475419435,0,303,HJNC,WED,00-06,49
648.0,25.69078420833754,0,113,HJNC,SUN,18-24,23
1819.0,-0.07710457885083954,5,267,HJNC,WED,00-06,91
2558.0,-1.6317321599162042,0,121,HJNC,SUN,12-18,81
3223.0,32.78683969623941,20,211,HJNC,SAT,06-12,123
1636.0,-0.554606668619618,0,179,PNC,TUE,00-06,80
686.0,1.7413360842575631,0,274,PNC,SAT,12-18,76
3354.0,33.63271725069521,20,503,HJNC,SAT,12-18,176
3291.0,23.061885661926155,20,433,HPNT,FRI,12-18,194
1750.0,21.48184398605877,50,156,PNC,SAT,12-18,156
1833.0,28.38168727345616,20,152,PNC,MON,18-24,95
597.0,-4.787961299344258,0,190,HJNC,SUN,12-18,44
554.0,21.76803064610032,0,183,HPNT,THU,12-18,77
3170.0,,50,248,HJNC,MON,18-24,166
3211.0,27.311778812786294,0,559,HPNT,MON,00-06,127
1257.0,12.866377339933745,50,128,HPNT,FRI,06-12,165
905.0,17.910860942101046,0,531,PNIT,THU,18-24,79
2616.0,11.49839568797912,50,561,PNC,SAT,18-24,206
1812.0,11.517151560012984,0,299,HJNC,THU,00-06,75
2285.0,24.558649012782418,5,532,PNC,SAT,00-06,117
1250.0,18.285488029127745,0,221,PNC,WED,12-18,80
2262.0,18.496844072423468,0,66,HPNT,TUE,00-06,67
864.0,10.262711772418662,0,343,PNC,FRI,06-12,99
2526.0,13.899927335188742,0,443,PNIT,SAT,18-24,120
981.0,23.557294979215428,0,547,HJNC,SAT,06-12,99
2748.0,,5,268,PNC,THU,12-18,107
653.0,21.34526309648208,0,283,HJNC,FRI,06-12,103
2024.0,31.58328449805574,0,439,PNC,SUN,12-18,88
2620.0,26.914583966624043,0,297,HJNC,SAT,06-12,82
3260.0,15.283870541428332,50,101,HJNC,WED,18-24,158
2843.0,20.21327326896816,50,64,HJNC,MON,06-12,130
1540.0,31.683872461453817,50,373,PNC,SAT,00-06,157
2164.0,17.86256199093763,0,490,PNIT,THU,06-12,113
1740.0,27.11631265909238,20,161,HJNC,SUN,18-24,80
560.0,20.99647266154942,5,56,HPNT,WED,12-18,61
1438.0,14.837136247720991,20,294,HPNT,FRI,06-12,140
2139.0,0.8827187936908896,50,497,HPNT,SAT,06-12,148
2589.0,9.169888376079264,5,414,PNIT,WED,00-06,113
524.0,33.54842711751721,0,416,HJNC,WED,12-18,87
1562.0,19.599442247267003,50,336,PNIT,SUN,12-18,156
630.0,15.397792115254532,0,155,HJNC,WED,12-18,40
1752.0,31.98304814877023,5,62,PNIT,WED,18-24,48
607.0,16.39303014668519,0,195,HJNC,SUN,18-24,38
671.0,13.673713328783133,0,527,HPNT,SUN,00-06,64
1958.0,24.168988481759236,0,164,HJNC,SUN,06-12,73
601.0,22.0699528543945,20,558,PNIT,WED,18-24,114
3413.0,-1.3077996216205268,20,201,HJNC,WED,12-18,153
3071.0,11.208872355835453,20,106,PNC,TUE,06-12,130
2822.0,11.263194926881336,0,431,HJNC,FRI,06-12,149
2136.0,7.020103185950514,0,206,HPNT,MON,06-12,77
3364.0,13.278206696851392,50,182,HJNC,FRI,00-06,182
1540.0,8.58983289772149,50,212,PNC,THU,18-24,154
829.0,-1.0294529737967597,50,324,PNC,THU,18-24,152
2020.0,8.556491927360646,20,126,PNC,SUN,06-12,88
511.0,-6.747537359207053,20,93,PNIT,FRI,00-06,77
1841.0,15.91036382484852,0,599,PNC,WED,00-06,118
715.0,28.414454702350035,0,367,PNIT,TUE,18-24,33
838.0,22.637918795954988,20,583,PNC,MON,18-24,121
2299.0,6.217731802435004,50,203,PNIT,SAT,00-06,173
3208.0,-6.081795749021132,0,286,PNC,SAT,12-18,117
2250.0,-0.9032770348628159,20,566,PNC,WED,00-06,145
2008.0,14.547065322267606,5,270,HJNC,FRI,12-18,136
2921.0,-0.682431247763521,0,359,PNC,SAT,18-24,119
1209.0,14.478790007823537,20,226,HJNC,FRI,00-06,118
1723.0,0.4219561143754511,5,269,PNC,TUE,00-06,73
3013.0,28.201574126423274,0,87,PNC,TUE,00-06,56
1612.0,7.877216277820686,5,480,HJNC,SUN,00-06,99
1791.0,1.0497781675020974,0,252,HJNC,FRI,06-12,99
988.0,26.554678111117774,20,497,PNIT,SUN,06-12,78
2061.0,5.427753416245283,0,544,HPNT,WED,18-24,90
546.0,-4.983054047254813,5,174,HJNC,SUN,18-24,36
1277.0,15.668427113163872,0,114,PNIT,WED,00-06,37
1539.0,16.170389199709494,0,293,PNC,WED,06-12,69
1210.0,22.16130538560804,0,576,HJNC,SAT,18-24,90
900.0,0.8098744943773504,0,275,HJNC,MON,12-18,74
2317.0,9.969710259151029,50,514,PNC,MON,06-12,216
749.0,2.7065563569195312,0,342,PNC,WED,06-12,52
890.0,-6.3570818747940345,20,430,PNC,FRI,06-12,117
834.0,29.44762221571512,50,215,PNC,TUE,00-06,146
1128.0,22.799141201975353,20,267,HPNT,SUN,12-18,131
636.0,3.5658376756460317,5,324,HJNC,THU,00-06,46
3430.0,,5,101,PNC,TUE,18-24,114
3235.0,-0.9431295339487402,50,423,PNC,TUE,12-18,184
2021.0,30.06064798080969,50,412,HPNT,THU,00-06,209
1326.0,-4.829214548714036,50,63,HJNC,WED,06-12,144
1226.0,-9.82732845214896,50,389,PNIT,TUE,12-18,176
2000.0,12.590368898263197,0,588,HJNC,THU,06-12,121
3141.0,16.24075205537912,50,138,PNIT,SUN,18-24,168
1489.0,16.053439413311196,50,90,HPNT,SAT,12-18,133
2919.0,-7.546963265297817,5,353,PNC,FRI,18-24,159
1434.0,4.131971311329462,20,317,HPNT,FRI,18-24,150
901.0,12.46395260785993,5,187,HJNC,FRI,18-24,73
1966.0,-0.25393664677416083,0,55,PNC,WED,12-18,74
1114.0,29.26816484686534,0,291,HJNC,TUE,18-24,42
1796.0,-6.080081974235468,0,211,PNIT,TUE,00-06,66
1682.0,11.932299875241927,20,567,HJNC,MON,00-06,126
3167.0,21.113722588091843,50,450,HPNT,FRI,18-24,242
2735.0,1.77879950605171,5,205,HPNT,WED,06-12,116
1621.0,18.090833164888316,0,134,HPNT,THU,18-24,39
630.0,27.322331756406854,5,59,PNC,WED,18-24,47
3352.0,-1.43483612072286,50,187,HJNC,TUE,06-12,183
1694.0,31.274926632118827,50,205,PNC,SUN,12-18,133
3483.0,14.910133969806111,0,457,HJNC,SUN,12-18,159
682.0,3.4654401935477246,5,274,PNIT,SUN,18-24,36
863.0,9.388622392202183,20,233,HJNC,FRI,00-06,102
538.0,4.048634770387459,5,244,HJNC,MON,00-06,39
3044.0,22.63000219699922,0,445,HJNC,SAT,00-06,91
1872.0,25.83352985368095,0,183,HJNC,WED,18-24,82
1420.0,27.482182654339745,20,358,PNIT,MON,00-06,90
3269.0,34.35957123135835,0,591,PNC,SUN,00-06,128
515.0,25.60779316235076,0,58,HPNT,TUE,12-18,45
992.0,17.06228318098535,0,219,HJNC,THU,18-24,62
1949.0,5.264913427630271,0,339,HPNT,WED,12-18,88
1631.0,14.506795191983723,0,217,HPNT,SAT,06-12,71
3441.0,-8.151932224431755,0,393,HPNT,TUE,12-18,134
810.0,23.51712839884609,20,546,HPNT,FRI,18-24,125
1238.0,10.06799952914458,5,194,HJNC,WED,00-06,76
1045.0,-9.098954662051558,0,462,HPNT,MON,18-24,108
2961.0,-7.187187632031513,5,506,HJNC,SUN,12-18,150
750.0,7.4359908719790475,5,351,PNIT,WED,18-24,58
1258.0,16.253968355829578,0,95,PNC,TUE,18-24,33
2304.0,10.8891777028457,5,66,PNC,TUE,12-18,102
1797.0,17.864194278146968,0,409,HJNC,SUN,12-18,107
2131.0,11.613241645611012,0,310,HJNC,MON,06-12,67
2414.0,19.776673046660605,50,172,PNC,SAT,06-12,125
1313.0,-0.13932708981396047,0,280,HPNT,TUE,12-18,89
528.0,-4.922056576737036,20,161,HJNC,WED,18-24,47
1457.0,16.839527958154697,5,295,HPNT,SUN,12-18,90
2532.0,11.811028262133835,20,440,HJNC,SAT,00-06,159
976.0,-8.790955567977912,20,441,HJNC,MON,06-12,91
817.0,7.121684847186614,20,377,PNIT,TUE,00-06,109
744.0,-5.224348652905203,50,264,PNIT,SUN,18-24,110
1247.0,13.911057428871285,20,416,PNC,TUE,00-06,119
1196.0,7.809995584719385,50,131,PNIT,WED,12-18,150
771.0,17.591835999635805,0,125,PNIT,TUE,12-18,65
2271.0,26.252099844660727,5,576,PNC,SUN,12-18,131
,3.4850907728670872,50,552,HPNT,WED,00-06,184
2924.0,33.29459468742624,0,528,PNIT,FRI,00-06,156
765.0,14.10355252644085,20,421,HPNT,SUN,00-06,125
3473.0,17.82308594396546,0,314,PNC,SAT,12-18,121
1420.0,20.630256795158168,0,313,HJNC,WED,12-18,108
839.0,20.00291884359154,0,159,HPNT,THU,12-18,49
888.0,12.993683437027794,0,356,PNC,TUE,00-06,59
3124.0,9.294393100160757,20,249,HPNT,FRI,00-06,147
2550.0,-7.579811612017995,0,275,PNC,SAT,18-24,81
1665.0,-9.006136961446911,0,234,PNC,MON,06-12,64
875.0,6.1082537539744095,5,80,HJNC,THU,12-18,84
2533.0,5.014740078516169,0,148,HPNT,MON,00-06,82
2871.0,7.446281967755304,0,388,HJNC,SUN,06-12,124
645.0,,20,315,HJNC,THU,00-06,84
2481.0,23.217572174157965,0,399,HPNT,FRI,00-06,148
792.0,28.56339866493075,50,593,HPNT,SAT,12-18,183
931.0,32.242158591831576,0,506,PNC,FRI,06-12,97
1204.0,12.156303658383163,50,137,HPNT,FRI,00-06,168
3496.0,21.53895646064429,5,112,PNC,THU,06-12,120
2498.0,28.49980055461426,20,436,PNC,WED,06-12,143
3132.0,8.823099999206867,5,508,PNC,SAT,12-18,163
898.0,3.9235757691699966,5,318,PNC,MON,06-12,86
3364.0,32.152605013407054,20,395,PNC,WED,18-24,142
1463.0,13.205444798468289,20,127,PNC,WED,18-24,71
2734.0,12.376424896589509,50,414,HPNT,TUE,12-18,206
2541.0,-1.9712756546426906,5,63,HPNT,SUN,12-18,120
2328.0,-5.1330243441989465,0,185,PNIT,MON,18-24,79
,27.894808811758026,50,353,HPNT,THU,12-18,201
1438.0,17.635992928438313,20,446,HJNC,SUN,06-12,114
1209.0,4.662106280875191,0,128,PNIT,TUE,00-06,51
1306.0,-1.3718702174380084,50,467,HPNT,TUE,12-18,169
1963.0,14.997377607633414,0,291,HJNC,SUN,18-24,86
1825.0,16.27636801675109,0,100,HPNT,FRI,00-06,99
510.0,-0.6852879439723818,50,433,PNC,THU,06-12,115
1585.0,28.31325865511633,20,424,PNIT,WED,00-06,91
2368.0,-6.2081035229867005,20,255,PNC,SAT,18-24,86
2773.0,6.024188832488974,0,538,PNIT,WED,00-06,141
3111.0,20.617298619313495,0,430,PNIT,WED,18-24,101
1271.0,2.3354163718640315,50,360,PNC,FRI,12-18,201
2094.0,27.245383765157236,50,424,PNIT,WED,12-18,216
2107.0,23.29405219701816,5,91,PNIT,MON,18-24,73
1833.0,25.506028004666042,0,582,HPNT,WED,12-18,132
1384.0,-4.640205885547768,20,571,HJNC,WED,06-12,112
1889.0,-3.6753792402005683,50,202,PNC,MON,00-06,147
725.0,2.891318198506262,50,361,HPNT,FRI,18-24,150
1324.0,13.313472433890247,50,343,HPNT,TUE,18-24,117
2765.0,23.66072345147311,0,162,PNC,THU,18-24,82
1436.0,27.64389008424066,0,161,PNIT,FRI,06-12,89
3300.0,21.69508921807312,50,224,PNC,WED,06-12,165
3053.0,,0,351,HJNC,TUE,06-12,94
2806.0,23.243457932716865,20,565,HJNC,THU,18-24,149
2411.0,3.782054915207663,5,270,PNC,THU,06-12,81
2296.0,1.9286577952357664,0,220,HPNT,THU,12-18,109
553.0,,20,367,PNC,MON,00-06,94
1226.0,-1.3208244089673578,0,262,HJNC,MON,12-18,105
3236.0,-5.827833513537855,0,302,PNC,TUE,12-18,119
,13.950029368528725,0,173,PNIT,WED,06-12,69
1543.0,26.973870640052986,20,262,PNC,SUN,18-24,99
